imageSetLvl,imageSetName,refSetNumber,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,image.started,image.stopped,Trial No.,Comp Side,Ref Num,Level List,Bounce Num,Staircase,Scene No,comp>ref?,leftImagePortrait.started,leftImagePortrait.stopped,ISI.started,ISI.stopped,rightImagePortrait.started,rightImagePortrait.stopped,text_2.started,text_2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,ISI_2.started,ISI_2.stopped,text_4.started,text_4.stopped,participant,date,expName,psychopyVersion,frameRate,
decanterStudio,decanterStudio,7,0,0,0,0,27,0,27,0,,,,,,,7,1,7,8.8375,9,1,1,1,201.1680912002921,203.678547100164,0.001666800118982792,0.5016668001189828,203.86482180003077,None,None,None,right,4.403082299977541,200.67327330028638,None,2.9998759999871254,3.1998759999871256,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,28,0,28,0,,,,,,,6,1,7,16.800000000000004,17,0,2,0,205.74010420031846,208.24145820038393,0.00636029988527298,0.506360299885273,208.44091170001775,None,None,None,left,4.237724099773914,205.247866100166,None,3.0070938002318144,3.2070938002318146,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,29,0,29,0,,,,,,,14,-1,7,21,21,0,1,0,210.1452240999788,212.65445470018312,0.013323799706995487,0.5133237997069955,212.84036800032482,None,None,None,right,5.005918499547988,209.65292720030993,None,3.007242700085044,3.207242700085044,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,30,0,30,0,,,,,,,15,1,7,21,21,0,1,0,215.3242204003036,217.83356910012662,0.013332200236618519,0.5133322002366185,218.0199008001946,None,None,None,left,5.243640699889511,214.8317252001725,None,3.007488999981433,3.2074889999814333,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,31,0,31,0,,,,,,,8,-1,7,8.4875,8,1,1,1,220.73891460010782,223.2458085999824,0.011755899991840124,0.5117558999918401,223.43161680037156,None,None,None,left,4.246232900302857,220.2455380000174,None,3.004417199641466,3.2044171996414663,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,32,0,32,0,,,,,,,4,1,7,4.025,4,1,2,1,225.14756630035117,227.65879990020767,0.015001100022345781,0.5150011000223458,227.84481270005926,None,None,None,right,4.305264600086957,224.6554320002906,None,3.010845699813217,3.210845699813217,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,33,0,33,0,,,,,,,5,-1,7,3.6750000000000003,4,1,2,1,229.61032360000536,232.12181270029396,0.016313999891281128,0.5163139998912811,232.30787510005757,None,None,None,left,5.64877020008862,229.11738459998742,None,3.0134203997440636,3.213420399744064,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,34,0,34,0,,,,,,,7,1,7,17.150000000000006,17,0,2,0,235.42506729997694,237.93400630028918,0.01257409993559122,0.5125740999355912,238.1202265000902,None,None,None,left,4.268856099806726,234.93432950042188,None,3.006466600112617,3.206466600112617,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,35,0,35,0,,,,,,,6,-1,7,3.325,3,1,2,1,239.8521622000262,242.3634150000289,0.016041300259530544,0.5160413002595305,242.54890620009974,None,None,None,left,5.300358599983156,239.35957600036636,None,3.0131950001232326,3.213195000123233,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,36,0,36,0,,,,,,,9,-1,7,8.137500000000001,8,1,1,1,245.37537510041147,247.87556389998645,0.005064780358225107,0.5050647803582251,248.07492020027712,None,None,None,left,4.447241300251335,244.88239360041916,None,3.0041491803713143,3.2041491803713145,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,37,0,37,0,,,,,,,10,-1,7,7.787500000000001,8,1,1,1,250.0000725002028,252.50511090038344,0.008291299920529127,0.5082912999205291,252.70452340040356,None,None,None,left,4.277710299938917,249.50831279996783,None,3.010887799784541,3.2108877997845413,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,38,0,38,0,,,,,,,11,-1,7,7.437500000000002,7,1,1,0,254.51678710011765,257.01807270012796,0.006276339758187532,0.5062763397581875,257.2172426003963,None,None,None,right,4.2755564004182816,254.02331240009516,None,3.0063261399045587,3.206326139904559,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,39,0,39,0,,,,,,,12,1,7,8.312500000000002,8,1,1,1,258.96159100020304,261.4644472002983,0.010240600444376469,0.5102406004443765,261.65578739997,None,None,None,right,3.9604789996519685,258.46617070026696,None,3.0028010001406074,3.2028010001406075,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,40,0,40,0,,,,,,,13,1,7,8.062500000000002,8,1,1,1,263.1789177004248,265.6776833003387,0.004741900134831667,0.5047419001348317,265.87687320029363,None,None,None,right,3.9598909998312593,262.68674610042945,None,3.002482000272721,3.2024820002727212,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,41,0,41,0,,,,,,,14,-1,7,7.812500000000002,8,1,1,1,267.3033440001309,269.8075626003556,0.007862099912017584,0.5078620999120176,270.007083600387,None,None,None,left,4.167117400094867,266.8115591001697,None,3.009708400350064,3.209708400350064,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,42,0,42,0,,,,,,,16,-1,7,21,21,0,1,0,271.64805090008304,274.1539982999675,0.009972999803721905,0.5099729998037219,274.34007430030033,None,None,None,right,4.779660800006241,271.15483390027657,None,3.001312599517405,3.201312599517405,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,43,0,43,0,,,,,,,7,-1,7,3.075,3,1,2,0,276.58933710027486,279.0999618000351,0.015603299718350172,0.5156032997183502,279.28546000039205,281.7811445002444,281.7811445002444,None,right,6.595765000209212,276.09606860019267,None,3.0120403999462724,3.2120403999462726,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,44,0,44,0,,,,,,,8,1,7,3.73125,4,1,2,0,283.3902325001545,285.8943759002723,0.0049354201182723045,0.5049354201182723,286.09368860023096,None,None,None,left,4.780504300259054,282.897201300133,None,3.0074252202175558,3.207425220217556,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,45,0,45,0,,,,,,,15,1,7,7.593750000000002,8,1,1,1,288.33682230021805,290.84029830014333,0.00785479974001646,0.5078547997400165,291.03947560023516,None,None,None,right,4.09462200012058,287.84422850003466,None,3.0097954999655485,3.2097954999655487,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,46,0,46,0,,,,,,,8,-1,7,17.368750000000006,17,0,2,1,292.5934971002862,295.1034955000505,0.014055900275707245,0.5140559002757072,295.29011110030115,None,None,None,left,5.461709700059146,292.1012612003833,None,3.0091450004838407,3.209145000483841,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,47,0,47,0,,,,,,,9,-1,7,16.785416666666674,17,0,2,0,298.24239390017465,300.74886130029336,0.010804260615259409,0.5108042606152594,300.935182900168,None,None,None,right,3.929459100123495,297.7499336004257,None,3.0024394602514803,3.2024394602514805,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,48,0,48,0,,,,,,,16,1,7,7.418750000000002,7,1,1,0,302.33996300026774,304.8454613001086,0.01028030039742589,0.5102803003974259,305.0312965000048,None,None,None,left,4.306912899948657,301.8468387001194,None,3.0009747999720275,3.2009747999720277,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,49,0,49,0,,,,,,,9,1,7,4.208522727272728,4,1,2,1,306.81495210016146,309.32514340011403,0.014029199723154306,0.5140291997231543,309.5114997001365,None,None,None,right,4.422754799947143,306.3228416000493,None,3.0086397998966277,3.208639799896628,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,50,0,50,0,,,,,,,10,1,7,4.062689393939395,4,1,2,1,311.39440370025113,313.9046738999896,0.015500100329518318,0.5155001003295183,314.09072230011225,None,None,None,right,4.663961300160736,310.90117970015854,None,3.0116130001842976,3.2116130001842977,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,51,0,51,0,,,,,,,11,1,7,3.916856060606061,4,1,2,0,316.2252122000791,318.73409490007907,0.013317400123924017,0.513317400123924,318.9194505000487,None,None,None,left,4.323447300121188,315.73280040035024,None,3.0074391001835465,3.2074391001835467,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,52,0,52,0,,,,,,,12,-1,7,4.320702214452215,4,1,2,0,320.72129870019853,323.2304202001542,0.015149799641221762,0.5151497996412218,323.4210920999758,None,None,None,right,5.149158699903637,320.2265908000991,None,3.0127525995485485,3.2127525995485486,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,53,0,53,0,,,,,,,13,1,7,4.724548368298369,5,1,2,0,326.0730179999955,328.57600930007175,0.0067934198305010796,0.5067934198305011,328.776118400041,None,None,None,left,5.612825599964708,325.58066039998084,None,3.007590420078486,3.2075904200784864,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,54,0,54,0,,,,,,,10,1,7,16.920032051282057,17,0,2,0,331.86077960021794,334.3712265002541,0.015247560571879148,0.5152475605718791,334.5579254999757,337.06914070015773,337.0563058000989,None,left,6.563425399828702,331.36819620011374,None,3.011083360761404,3.211083360761404,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,55,0,55,0,,,,,,,14,-1,7,5.128394522144523,5,1,2,1,338.5877317003906,341.0989968003705,0.01229269988834858,0.5122926998883486,341.2850637002848,None,None,None,left,5.343370100017637,338.0954404002987,None,3.0090274000540376,3.2090274000540377,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,56,0,56,0,,,,,,,11,1,7,17.045032051282057,17,0,2,0,344.09971350012347,346.6111667002551,0.015709000173956156,0.5157090001739562,346.7969659003429,349.3090502000414,349.29576680017635,None,left,6.204116600099951,343.6073619001545,None,3.012414699885994,3.2124146998859944,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,57,0,57,0,,,,,,,12,1,7,17.170032051282057,17,0,2,0,350.47190740006045,352.972695000004,0.0014866399578750134,0.501486639957875,353.1737346001901,355.67051109997556,355.67051109997556,None,left,5.759389599785209,349.97906590020284,None,3.0005263397470117,3.200526339747012,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,58,0,58,0,,,,,,,13,-1,7,17.295032051282057,17,0,2,0,356.3846711004153,358.884479300119,0.0005325395613908768,0.5005325395613909,359.1005079001188,361.5990148000419,361.58586450014263,None,right,6.451930300332606,355.89303420018405,None,3.015212739352137,3.215212739352137,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,59,0,59,0,,,,,,,14,-1,7,17.420032051282057,17,0,2,0,363.03217860031873,365.528973700013,0.014762620441615582,0.5147626204416156,365.7279079002328,368.2270843000151,368.2270843000151,None,right,6.1495352000929415,362.5385020002723,None,3.0103387203998864,3.2103387203998865,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,60,0,60,0,,,,,,,15,1,7,5.003394522144523,5,1,2,1,369.34528800006956,371.8406767002307,0.01275280024856329,0.5127528002485633,372.039484300185,374.5383624001406,374.5383624001406,None,right,6.271043000277132,368.8525753002614,None,3.0065363002941012,3.2065363002941014,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,61,0,61,0,,,,,,,15,1,7,17.545032051282057,18,0,2,0,375.7838643002324,378.28518880018964,0.00259373988956213,0.5025937398895621,378.4850926999934,380.9830745002255,380.9830745002255,None,left,6.70140890032053,375.2909568999894,None,3.002683739643544,3.202683739643544,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,62,0,62,0,,,,,,,16,1,7,17.670032051282057,18,0,2,0,382.8239453001879,385.3293631002307,0.009938800241798162,0.5099388002417982,385.5153014003299,None,None,None,left,4.392294699791819,382.3291289000772,None,3.003962800372392,3.203962800372392,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,63,0,63,0,,,,,,,16,1,7,4.878394522144523,5,1,2,1,387.3819345002994,389.8923034002073,0.014623300172388554,0.5146233001723886,390.0777135002427,None,None,None,right,4.221578600350767,386.88958190009,None,3.0102465003728867,3.210246500372887,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterStudio,decanterStudio,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterBedroom,noCokeStudio,7,0,1,1,1,0,0,0,0,,,391.21053880034015,392.22698689997196,392.2111223000102,None,1,1,7,0,0,1,2,0,396.80781580042094,399.317919800058,0.0143321193754673,0.5143321193754673,399.5044367001392,402.01580940000713,402.00247900001705,None,left,5.7756301001645625,396.31518060015514,None,3.0097755193710327,3.209775519371033,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterBedroom,noCokeStudio,7,0,1,1,1,1,0,1,0,,,,,,,1,1,7,21,21,0,1,0,402.85118890041485,405.36302530020475,0.01322445971891284,0.5132244597189128,405.54818360041827,408.0442519001663,408.0442519001663,None,left,6.7030694000422955,402.3581844000146,None,3.0105454600416124,3.2105454600416126,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterBedroom,noCokeStudio,7,0,1,1,1,2,0,2,0,,,,,,,2,-1,7,2.625,3,1,2,0,409.7831789003685,412.2905945000239,0.008604039438068867,0.5086040394380689,412.4768438003957,414.9884964004159,414.97536680009216,None,right,7.153509600088,409.28990360023454,None,3.001171039417386,3.2011710394173862,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
decanterBedroom,noCokeStudio,7,0,1,1,1,3,0,3,0,,,,,,,1,-1,7,21,21,0,2,1,417.1325758001767,419.63462840020657,0.003040560055524111,0.5030405600555241,419.8335441001691,422.33243230031803,422.33243230031803,None,left,6.1853113998658955,416.6400344003923,None,3.0034022596664727,3.203402259666473,,,L,2021_May_19_2300,InterleavedStaircase,2020.2.10,60.006324700811284,
