trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,imageSetLvl,imageSetName,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,21.757041100005154,None,,,,,,,
