imageSetLvl,imageSetName,refSetNumber,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,Trial No.,Comp Side,Ref Num,Level List,Bounce Num,Staircase,Scene No,comp>ref?,leftImagePortrait.started,leftImagePortrait.stopped,ISI.started,ISI.stopped,rightImagePortrait.started,rightImagePortrait.stopped,text_2.started,text_2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,participant,date,expName,psychopyVersion,frameRate,
1,barber,7,0,0,0,0,10,0,10,0,,,,,1,1,7,0,0,1,1,0,73.19163629999093,78.20514299999923,0.005548220011405647,0.5055482200114056,73.19163629999093,78.20514299999923,78.18840030000138,None,left,0.26368340000044554,78.18840030000138,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,11,0,11,0,,,,,1,1,7,0,0,1,3,0,79.05349109999952,84.06663309999567,0.0037836200062884018,0.5037836200062884,79.05349109999952,84.06663309999567,84.05005639999581,None,left,0.6538647999987006,84.05005639999581,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,12,0,12,0,,,,,4,1,7,14.0,14,0,1,1,85.34776730000158,90.36043159999826,0.010588959994493052,0.510588959994493,85.34776730000158,90.36043159999826,90.327120499991,None,right,0.3351312000013422,90.327120499991,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,13,0,13,0,,,,,2,-1,7,2.625,3,1,1,0,91.26327599999786,96.27349059999688,0.013186190015403554,0.5131861900154036,91.26327599999786,96.27349059999688,96.25662289999309,None,right,0.3235640000057174,96.25662289999309,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,14,0,14,0,,,,,2,-1,7,2.625,3,1,3,1,97.1893793999916,102.20168059998832,0.015241289991536178,0.5152412899915362,97.1893793999916,102.20168059998832,102.18491889999132,None,left,0.2695114999951329,102.18491889999132,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,15,0,15,0,,,,,1,-1,7,0,0,1,2,0,103.06699359999038,108.07937599999423,0.015872789997956716,0.5158727899979567,103.06699359999038,108.07937599999423,108.06390039999678,None,right,0.3008663000073284,108.06390039999678,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,16,0,16,0,,,,,3,-1,7,3.9375,4,1,1,0,108.99558229999093,114.00916039998992,0.0004806600045412779,0.5004806600045413,108.99558229999093,114.00916039998992,114.00916039998992,None,right,0.2957460000034189,114.00916039998992,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,17,0,17,0,,,,,2,1,7,2.625,3,1,2,0,114.92406439999468,119.9374320999923,0.009187489995383658,0.5091874899953837,114.92406439999468,119.9374320999923,119.92092639999464,None,left,0.3538659000041662,119.92092639999464,None,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
1,barber,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Feb_22_1450,InterleavedStaircase,2020.2.10,59.97145359238923,
,,,,,,,,,,,,,120.30365940000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,
