imageSetLvl,imageSetName,refSetNumber,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,Trial No.,Comp Side,Ref Num,Level List,Bounce Num,Staircase,Scene No,comp>ref?,leftImagePortrait.started,leftImagePortrait.stopped,ISI.started,ISI.stopped,rightImagePortrait.started,rightImagePortrait.stopped,text_2.started,text_2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,participant,date,expName,psychopyVersion,frameRate,
1,barber,7,0,0,0,0,0,0,0,0,5.906594500003848,None,6.513245999987703,None,1,-1,7,21,21,0,3,0,9.250342299987096,14.257196000020485,0.014754899952095002,0.514754899952095,9.250342299987096,14.257196000020485,14.224182799982373,None,right,0.3363069999613799,14.224182799982373,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,1,0,1,0,,,,,1,1,7,21,21,0,2,1,15.173165199987125,20.186304600036237,0.0027378000668250024,0.502737800066825,15.173165199987125,20.186304600036237,20.170785300026182,None,right,0.35627869999734685,20.170785300026182,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,2,0,2,0,,,,,2,1,7,21,21,0,3,0,21.118579800007865,26.13089620001847,0.0015363999409601092,0.5015363999409601,21.118579800007865,26.13089620001847,26.13089620001847,None,left,0.5409618999692611,26.13089620001847,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,3,0,3,0,,,,,2,1,7,18.375,18,0,2,1,27.264033499988727,32.27584319998277,0.004099300014786422,0.5040993000147864,27.264033499988727,32.27584319998277,32.25936470000306,None,right,0.30566740001086146,32.25936470000306,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,4,0,4,0,,,,,3,1,7,21,21,0,3,0,33.15841279999586,38.170849599991925,0.006657699937932193,0.5066576999379322,33.15841279999586,38.170849599991925,38.15431020001415,None,left,0.319149799994193,38.15431020001415,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,5,0,5,0,,,,,3,1,7,15.75,16,0,2,1,39.08764700003667,44.09925820003264,0.01455540000461042,0.5145554000046104,39.08764700003667,44.09925820003264,44.08264229999622,None,right,0.39819630002602935,44.08264229999622,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,6,0,6,0,,,,,1,-1,7,21,21,0,1,1,45.06541510001989,50.077972700004466,0.003029000014066696,0.5030290000140667,45.06541510001989,50.077972700004466,50.061325400019996,None,left,0.28249210002832115,50.061325400019996,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,7,0,7,0,,,,,2,1,7,18.375,18,0,1,1,50.92732640000759,55.93969060003292,0.004303700057789683,0.5043037000577897,50.92732640000759,55.93969060003292,55.92291780002415,None,right,0.37506049999501556,55.92291780002415,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,8,0,8,0,,,,,3,1,7,15.75,16,0,1,0,56.90541549999034,61.918424000032246,0.007729600067250431,0.5077296000672504,56.90541549999034,61.918424000032246,61.901961600000504,None,left,0.31215879996307194,61.901961600000504,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
1,barber,7,0,0,0,0,9,0,9,0,,,,,1,1,7,0,0,1,1,0,62.800798500014935,67.81286330003059,0.00666569999884814,0.5066656999988481,62.800798500014935,67.81286330003059,67.79652670002542,None,left,0.29074840003158897,67.79652670002542,None,,2021_Feb_19_1354,InterleavedStaircase,2020.2.10,59.909692118968586,
