imageSetLvl,imageSetName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,Trial No.,Comp Side,Ref Num,Level List,Bounce Num,Staircase,Scene No,comp>ref?,leftImagePortrait.started,leftImagePortrait.stopped,ISI.started,ISI.stopped,rightImagePortrait.started,rightImagePortrait.stopped,text_2.started,text_2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,all,0,0,0,0,0,0,0,0,14.50583780001034,None,1,-1,8,24,24,0,1,1,15.558328800019808,20.56558570000925,0.013414800021564588,0.5134148000215646,15.558328800019808,20.56558570000925,20.49950030000764,None,left,2.3930352999886964,20.49950030000764,None,nn,001,2021_Feb_11_0828,InterleavedStaircase,2020.2.10,60.048807672019635,
1,all,0,0,0,0,1,0,1,0,,,2,-1,8,18.0,18,0,1,1,23.467152800003532,28.47574690001784,0.007348650018684566,0.5073486500186846,23.467152800003532,28.47574690001784,28.47574690001784,None,left,4.328535299981013,28.47574690001784,None,nn,001,2021_Feb_11_0828,InterleavedStaircase,2020.2.10,60.048807672019635,
