0.9104 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.3244 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BA50BC4828>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BA50941EF0>, multiSample=False, name='window1', numSamples=2, pos=[192.0, 108.0], screen=0, size=array([1536,  864]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.3247 	EXP 	window1: mouseVisible = True
6.3248 	EXP 	window1: recordFrameIntervals = False
6.4895 	EXP 	window1: recordFrameIntervals = True
6.6732 	EXP 	window1: recordFrameIntervals = False
6.8124 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
6.8158 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Loading...', units='norm', win=Window(...), wrapWidth=1)
6.8177 	EXP 	Created leftImagePortrait = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='leftImagePortrait', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.99, 0.99]), texRes=128, units='norm', win=Window(...))
6.8191 	EXP 	Created rightImagePortrait = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='rightImagePortrait', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.99, 0.99]), texRes=128, units='norm', win=Window(...))
6.8214 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Please record your answer. ', units='norm', win=Window(...), wrapWidth=1)
6.8260 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Thank you for participating in this trial. ', units='norm', win=Window(...), wrapWidth=1)
6.8557 	EXP 	text: autoDraw = True
7.3477 	EXP 	Imported imageConds3.xlsx as conditions, 2 conditions, 3 params
7.3478 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
7.3480 	EXP 	New trial (rep=0, index=0): OrderedDict([('imageSetLvl', 1), ('imageSetName', 'barber'), ('refSetNumber', 7)])
7.3509 	DATA 	Keypress: space
7.3541 	EXP 	text: autoDraw = False
7.3541 	EXP 	text_3: autoDraw = True
9.3367 	EXP 	Created sequence: random, trialTypes=1, nReps=18, seed=None
9.3369 	EXP 	New trial (rep=0, index=0): None
9.4229 	EXP 	window1: recordFrameIntervals = False
9.4283 	EXP 	text_3: autoDraw = False
9.4283 	EXP 	leftImagePortrait: image = 'stimuli/1/2/0_barber.png'
9.4283 	EXP 	rightImagePortrait: image = 'stimuli/1/2/7_barber.png'
9.4285 	EXP 	window1: recordFrameIntervals = False
9.9395 	EXP 	leftImagePortrait: autoDraw = True
9.9395 	EXP 	rightImagePortrait: autoDraw = True
14.9151 	EXP 	text_2: autoDraw = True
14.9494 	EXP 	leftImagePortrait: autoDraw = False
14.9494 	EXP 	rightImagePortrait: autoDraw = False
15.2464 	EXP 	New trial (rep=1, index=0): None
15.3323 	EXP 	window1: recordFrameIntervals = False
15.3347 	DATA 	Keypress: right
15.3381 	EXP 	leftImagePortrait: autoDraw = False
15.3381 	EXP 	rightImagePortrait: autoDraw = False
15.3381 	EXP 	text_2: autoDraw = False
15.3381 	EXP 	leftImagePortrait: image = 'stimuli/1/3/7_barber.png'
15.3381 	EXP 	rightImagePortrait: image = 'stimuli/1/3/0_barber.png'
15.3382 	EXP 	window1: recordFrameIntervals = False
15.8305 	EXP 	leftImagePortrait: autoDraw = True
15.8305 	EXP 	rightImagePortrait: autoDraw = True
20.8279 	EXP 	text_2: autoDraw = True
20.8448 	EXP 	leftImagePortrait: autoDraw = False
20.8448 	EXP 	rightImagePortrait: autoDraw = False
21.2038 	EXP 	New trial (rep=2, index=0): None
21.3027 	EXP 	window1: recordFrameIntervals = False
21.3047 	DATA 	Keypress: left
21.3081 	EXP 	leftImagePortrait: autoDraw = False
21.3081 	EXP 	rightImagePortrait: autoDraw = False
21.3081 	EXP 	text_2: autoDraw = False
21.3081 	EXP 	leftImagePortrait: image = 'stimuli/1/1/7_barber.png'
21.3081 	EXP 	rightImagePortrait: image = 'stimuli/1/1/21_barber.png'
21.3083 	EXP 	window1: recordFrameIntervals = False
21.8090 	EXP 	leftImagePortrait: autoDraw = True
21.8090 	EXP 	rightImagePortrait: autoDraw = True
26.8063 	EXP 	text_2: autoDraw = True
26.8233 	EXP 	leftImagePortrait: autoDraw = False
26.8233 	EXP 	rightImagePortrait: autoDraw = False
27.1359 	EXP 	New trial (rep=3, index=0): None
27.2325 	EXP 	window1: recordFrameIntervals = False
27.2348 	DATA 	Keypress: right
27.2383 	EXP 	leftImagePortrait: autoDraw = False
27.2383 	EXP 	rightImagePortrait: autoDraw = False
27.2383 	EXP 	text_2: autoDraw = False
27.2383 	EXP 	leftImagePortrait: image = 'stimuli/1/2/7_barber.png'
27.2383 	EXP 	rightImagePortrait: image = 'stimuli/1/2/21_barber.png'
27.2384 	EXP 	window1: recordFrameIntervals = False
27.7373 	EXP 	leftImagePortrait: autoDraw = True
27.7373 	EXP 	rightImagePortrait: autoDraw = True
32.7349 	EXP 	text_2: autoDraw = True
32.7514 	EXP 	leftImagePortrait: autoDraw = False
32.7514 	EXP 	rightImagePortrait: autoDraw = False
33.0463 	EXP 	New trial (rep=4, index=0): None
33.1504 	EXP 	window1: recordFrameIntervals = False
33.1529 	DATA 	Keypress: right
33.1564 	EXP 	leftImagePortrait: autoDraw = False
33.1564 	EXP 	rightImagePortrait: autoDraw = False
33.1564 	EXP 	text_2: autoDraw = False
33.1564 	EXP 	leftImagePortrait: image = 'stimuli/1/3/7_barber.png'
33.1564 	EXP 	rightImagePortrait: image = 'stimuli/1/3/3_barber.png'
33.1565 	EXP 	window1: recordFrameIntervals = False
33.6493 	EXP 	leftImagePortrait: autoDraw = True
33.6493 	EXP 	rightImagePortrait: autoDraw = True
38.6632 	EXP 	leftImagePortrait: autoDraw = False
38.6632 	EXP 	rightImagePortrait: autoDraw = False
38.6632 	EXP 	text_2: autoDraw = True
39.3577 	EXP 	New trial (rep=5, index=0): None
39.4499 	EXP 	window1: recordFrameIntervals = False
39.4523 	DATA 	Keypress: right
39.4556 	EXP 	leftImagePortrait: autoDraw = False
39.4556 	EXP 	rightImagePortrait: autoDraw = False
39.4556 	EXP 	text_2: autoDraw = False
39.4556 	EXP 	leftImagePortrait: image = 'stimuli/1/3/21_barber.png'
39.4556 	EXP 	rightImagePortrait: image = 'stimuli/1/3/7_barber.png'
39.4558 	EXP 	window1: recordFrameIntervals = False
39.9464 	EXP 	leftImagePortrait: autoDraw = True
39.9464 	EXP 	rightImagePortrait: autoDraw = True
44.9402 	EXP 	text_2: autoDraw = True
44.9579 	EXP 	leftImagePortrait: autoDraw = False
44.9579 	EXP 	rightImagePortrait: autoDraw = False
45.2643 	DATA 	Keypress: left
45.2858 	EXP 	New trial (rep=6, index=0): None
45.3911 	EXP 	window1: recordFrameIntervals = False
45.3963 	EXP 	leftImagePortrait: autoDraw = False
45.3963 	EXP 	rightImagePortrait: autoDraw = False
45.3963 	EXP 	text_2: autoDraw = False
45.3963 	EXP 	leftImagePortrait: image = 'stimuli/1/3/7_barber.png'
45.3963 	EXP 	rightImagePortrait: image = 'stimuli/1/3/18_barber.png'
45.3964 	EXP 	window1: recordFrameIntervals = False
45.8892 	EXP 	leftImagePortrait: autoDraw = True
45.8892 	EXP 	rightImagePortrait: autoDraw = True
50.8852 	EXP 	text_2: autoDraw = True
