imageSetLvl,imageSetName,refSetNumber,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,Trial No.,Comp Side,Ref Num,Level List,Bounce Num,Staircase,Scene No,comp>ref?,leftImagePortrait.started,leftImagePortrait.stopped,ISI.started,ISI.stopped,rightImagePortrait.started,rightImagePortrait.stopped,text_2.started,text_2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,participant,date,expName,psychopyVersion,frameRate,
1,barber,7,0,0,0,0,0,0,0,0,6.782159199996386,None,7.307204500015359,None,1,-1,7,0,0,1,2,0,10.05072349999682,15.058265700004995,0.01114355999743566,0.5111435599974357,10.05072349999682,15.058265700004995,15.024260000005597,None,right,0.5215255999937654,15.024260000005597,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,1,0,1,0,,,,,1,-1,7,21,21,0,2,1,16.172589099995093,21.186630700016394,0.0013559600338339806,0.501355960033834,16.172589099995093,21.186630700016394,21.186630700016394,None,left,0.31326669998816215,21.186630700016394,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,2,0,2,0,,,,,2,-1,7,18.375,18,0,2,1,22.08474359998945,27.09895410001627,0.0006218999915290624,0.5006218999915291,22.08474359998945,27.09895410001627,27.09895410001627,None,left,0.26651590000255965,27.09895410001627,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,3,0,3,0,,,,,2,-1,7,2.625,3,1,2,1,27.979433100001188,32.993854800006375,0.010517860006075352,0.5105178600060754,27.979433100001188,32.993854800006375,32.96050819999073,None,left,0.304112299985718,32.96050819999073,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,4,0,4,0,,,,,1,-1,7,21,21,0,3,0,33.87537150000571,38.88948250000249,5.407998105511069e-05,0.5000540799810551,33.87537150000571,38.88948250000249,38.88948250000249,None,right,0.6621623000246473,38.88948250000249,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,5,0,5,0,,,,,3,1,7,16.625,17,0,2,1,40.156963599991286,45.16723170000478,0.010324760020012036,0.510324760020012,40.156963599991286,45.16723170000478,45.15051279999898,None,right,0.350478899985319,45.15051279999898,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,6,0,6,0,,,,,2,1,7,21,21,0,3,0,46.098389099992346,51.112284000002546,0.006593679980142042,0.506593679980142,46.098389099992346,51.112284000002546,51.095577400003094,None,left,0.2957264000142459,51.095577400003094,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,7,0,7,0,,,,,1,-1,7,0,0,1,3,0,51.99372610001592,57.00742860001628,0.00832597998669371,0.5083259799866937,51.99372610001592,57.00742860001628,56.990756500017596,None,right,0.32908739999402314,56.990756500017596,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,8,0,8,0,,,,,3,-1,7,2.0416666666666665,2,1,2,0,57.937952500011306,62.952892500004964,0.00951966003049165,0.5095196600304917,57.937952500011306,62.952892500004964,62.935876900010044,None,right,0.2963554000016302,62.935876900010044,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,9,0,9,0,,,,,2,-1,7,2.625,3,1,3,1,63.85177919999114,68.86442410000018,0.014305039978353307,0.5143050399783533,63.85177919999114,68.86442410000018,68.84778109999024,None,left,0.31658160002552904,68.84778109999024,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,10,0,10,0,,,,,1,1,7,0,0,1,1,0,69.77813059999608,74.79287780000595,0.012541659991256893,0.5125416599912569,69.77813059999608,74.79287780000595,74.75954070000444,None,left,0.36420900002121925,74.75954070000444,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,11,0,11,0,,,,,3,1,7,2.275,2,1,3,0,75.72411640000064,80.73793420000584,0.00017238000873476267,0.5001723800087348,75.72411640000064,80.73793420000584,80.73793420000584,None,left,0.3361573000147473,80.73793420000584,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,12,0,12,0,,,,,2,-1,7,2.625,3,1,1,1,81.66916730001685,86.68312530001276,0.015437580004800111,0.5154375800048001,81.66916730001685,86.68312530001276,86.66636339999968,None,left,0.3300615000189282,86.66636339999968,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,13,0,13,0,,,,,3,-1,7,2.375,2,1,1,1,87.64699740000651,92.66120080000837,0.009395920002134517,0.5093959200021345,87.64699740000651,92.66120080000837,92.6440803000005,None,left,0.3234853000030853,92.6440803000005,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,14,0,14,0,,,,,1,-1,7,21,21,0,1,1,93.55942360000336,98.57322009999189,0.016309479979099706,0.5163094799790997,93.55942360000336,98.57322009999189,98.55558020001627,None,left,0.3677077000029385,98.55558020001627,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,15,0,15,0,,,,,3,-1,7,21,21,0,3,1,99.53706550001516,104.55049779999536,0.009668880025856197,0.5096688800258562,99.53706550001516,104.55049779999536,104.51715560001321,None,left,0.38757960000657476,104.51715560001321,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,16,0,16,0,,,,,2,1,7,18.375,18,0,1,1,105.53348750001169,110.54539320000913,0.014572039974154904,0.5145720399741549,105.53348750001169,110.54539320000913,110.52865320001729,None,right,0.3323991999786813,110.52865320001729,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,17,0,17,0,,,,,3,-1,7,17.71875,18,0,1,1,111.47802090001642,116.49138300001505,0.008394560019951314,0.5083945600199513,111.47802090001642,116.49138300001505,116.47409940001671,None,left,0.36950480000814423,116.47409940001671,None,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
1,barber,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Feb_22_1509,InterleavedStaircase,2020.2.10,60.3907036942553,
,,,,,,,,,,,,,116.87574740001583,None,,,,,,,,,,,,,,,,,,,,,,,,,,
