imageSetLvl,imageSetName,refSetNumber,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,Trial No.,Comp Side,Ref Num,Level List,Bounce Num,Staircase,Scene No,comp>ref?,leftImagePortrait.started,leftImagePortrait.stopped,ISI.started,ISI.stopped,rightImagePortrait.started,rightImagePortrait.stopped,text_2.started,text_2.stopped,resp.keys,resp.rt,resp.started,resp.stopped,participant,date,expName,psychopyVersion,frameRate,
1,barber,7,0,0,0,0,0,0,0,0,6.855656800005818,None,7.354082999998354,None,1,-1,7,0,0,1,2,0,9.93954809999559,14.9493899000081,0.012716939992969856,0.5127169399929699,9.93954809999559,14.9493899000081,14.915067699999781,None,right,0.30847910000011325,14.915067699999781,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,1,0,1,0,,,,,1,1,7,0,0,1,3,0,15.8304591000051,20.844770800002152,0.01641928001481574,0.5164192800148157,15.8304591000051,20.844770800002152,20.827930500003276,None,left,0.3577302000048803,20.827930500003276,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,2,0,2,0,,,,,1,1,7,21,21,0,1,1,21.809047500006272,26.823303800003487,0.007595080009195954,0.507595080009196,21.809047500006272,26.823303800003487,26.806341400006204,None,right,0.315399700004491,26.806341400006204,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,3,0,3,0,,,,,1,1,7,21,21,0,2,1,27.73728430000483,32.75137870000617,0.008186580016626976,0.508186580016627,27.73728430000483,32.75137870000617,32.73485229999642,None,right,0.29360379998979624,32.73485229999642,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,4,0,4,0,,,,,2,1,7,2.625,3,1,3,1,33.64932890000637,38.66323750000447,0.0003920800081687048,0.5003920800081687,33.64932890000637,38.66323750000447,38.66323750000447,None,right,0.6802525000093738,38.66323750000447,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,5,0,5,0,,,,,1,-1,7,21,21,0,3,1,39.94643229999929,44.95789459999651,0.01271088000794407,0.5127108800079441,39.94643229999929,44.95789459999651,44.94024910000735,None,left,0.31938159999845084,44.94024910000735,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,6,0,6,0,,,,,2,1,7,18.375,18,0,3,1,45.8892271000077,50.901795500001754,0.01629482001590077,0.5162948200159008,45.8892271000077,50.901795500001754,50.88521100000071,None,right,0.2636050000000978,50.88521100000071,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,7,0,7,0,,,,,2,-1,7,18.375,18,0,2,1,51.76708390000567,56.78166750000673,0.010197680006967857,0.5101976800069679,51.76708390000567,56.78166750000673,56.748399300005985,None,left,0.34925129999464843,56.748399300005985,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,8,0,8,0,,,,,2,-1,7,2.625,3,1,2,0,57.71265430000494,62.72663449999527,0.008831580023979768,0.5088315800239798,57.71265430000494,62.72663449999527,62.7101074999955,None,right,0.3083623999991687,62.7101074999955,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,9,0,9,0,,,,,3,1,7,16.625,17,0,3,1,63.6428287000017,68.65544309999677,0.014323620023787953,0.514323620023788,63.6428287000017,68.65544309999677,68.63853349999408,None,right,0.42612810000719037,68.63853349999408,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,10,0,10,0,,,,,3,-1,7,16.625,17,0,2,1,69.70307250000769,74.71682070000679,2.4120017769746482e-05,0.5000241200177697,69.70307250000769,74.71682070000679,74.71682070000679,None,left,0.3653766999923391,74.71682070000679,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,11,0,11,0,,,,,3,-1,7,2.0416666666666665,2,1,3,0,75.71476410000469,80.72888090000197,0.009302020029281266,0.5093020200292813,75.71476410000469,80.72888090000197,80.71209040000394,None,right,0.31735500000650063,80.71209040000394,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,12,0,12,0,,,,,3,-1,7,3.9375,4,1,2,0,81.64362760000222,86.65706179999688,0.003662880015326664,0.5036628800153267,81.64362760000222,86.65706179999688,86.64039679999405,None,right,0.35307230000034906,86.64039679999405,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,13,0,13,0,,,,,2,-1,7,18.375,18,0,1,1,87.62177840000368,92.63572679999925,0.009303680009907112,0.5093036800099071,87.62177840000368,92.63572679999925,92.6192899000016,None,left,0.38640610000584275,92.6192899000016,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,14,0,14,0,,,,,3,-1,7,17.0625,17,0,1,1,93.63332789999549,98.64752260000387,0.005741979999584146,0.5057419799995841,93.63332789999549,98.64752260000387,98.63041080000403,None,left,0.3798709999973653,98.63041080000403,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,15,0,15,0,,,,,4,1,7,15.75,16,0,1,1,99.61093470000196,104.6256665999972,0.009230440002284013,0.509230440002284,99.61093470000196,104.6256665999972,104.60900769999716,None,right,0.3212238999985857,104.60900769999716,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,16,0,16,0,,,,,4,1,7,15.3125,15,0,3,0,105.5598478000029,110.57075240000268,0.011870620015542954,0.511870620015543,105.5598478000029,110.57075240000268,110.55389310000464,None,left,0.41984519999823533,110.55389310000464,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,17,0,17,0,,,,,1,1,7,0,0,1,1,0,111.5888477999979,116.59912830000394,0.011855580014525913,0.5118555800145259,111.5888477999979,116.59912830000394,116.5822790999955,None,left,0.3044995999953244,116.5822790999955,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
1,barber,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
2,car,4,0,1,1,1,0,0,0,0,,,116.91449789999751,None,1,-1,4,12,12,0,3,1,119.49551180000708,124.51001369999722,0.007432700018398464,0.5074327000183985,119.49551180000708,124.51001369999722,124.49261440000555,None,left,12.842935099994065,124.49261440000555,None,,2021_Feb_22_1438,InterleavedStaircase,2020.2.10,60.02638759826466,
